timestamp,symbol,price
2025-09-15T22:00:20.866713,AAPL,253.41
2025-09-15T22:00:20.879019,AAPL,251.53
2025-09-15T22:00:20.889308,AAPL,245.47
2025-09-15T22:00:20.901948,AAPL,242.49
2025-09-15T22:00:20.914483,AAPL,237.49
2025-09-15T22:00:20.927106,AAPL,232.92
2025-09-15T22:00:20.938993,AAPL,230.6
2025-09-15T22:00:20.950435,AAPL,233.45
2025-09-15T22:00:20.963042,AAPL,233.0
2025-09-15T22:00:20.974609,AAPL,238.48
2025-09-15T22:00:20.984737,AAPL,244.7
2025-09-15T22:00:20.995491,AAPL,243.46
2025-09-15T22:00:21.008113,AAPL,247.24
2025-09-15T22:00:21.021116,AAPL,243.49
2025-09-15T22:00:21.033738,AAPL,236.48
2025-09-15T22:00:21.048816,AAPL,240.04
2025-09-15T22:00:21.061383,AAPL,241.06
2025-09-15T22:00:21.073951,AAPL,244.17
2025-09-15T22:00:21.086526,AAPL,245.71
2025-09-15T22:00:21.099099,AAPL,241.91
2025-09-15T22:00:21.111702,AAPL,227.84
2025-09-15T22:00:21.122608,AAPL,229.32
2025-09-15T22:00:21.132752,AAPL,231.74
2025-09-15T22:00:21.145388,AAPL,232.63
2025-09-15T22:00:21.157970,AAPL,229.96
2025-09-15T22:00:21.170551,AAPL,229.84
2025-09-15T22:00:21.183112,AAPL,235.99
2025-09-15T22:00:21.195668,AAPL,235.14
2025-09-15T22:00:21.208228,AAPL,232.48
2025-09-15T22:00:21.220822,AAPL,229.41
2025-09-15T22:00:21.233379,AAPL,228.79
2025-09-15T22:00:21.245964,AAPL,231.84
2025-09-15T22:00:21.258524,AAPL,235.79
2025-09-15T22:00:21.269449,AAPL,231.17
2025-09-15T22:00:21.281196,AAPL,225.11
2025-09-15T22:00:21.293800,AAPL,226.59
2025-09-15T22:00:21.306335,AAPL,227.2
2025-09-15T22:00:21.318889,AAPL,230.38
2025-09-15T22:00:21.331177,AAPL,226.78
2025-09-15T22:00:21.343788,AAPL,223.32
2025-09-15T22:00:21.356528,AAPL,224.59
2025-09-15T22:00:21.369185,AAPL,231.76
2025-09-15T22:00:21.382457,AAPL,225.94
2025-09-15T22:00:21.395123,AAPL,216.29
2025-09-15T22:00:21.407788,AAPL,226.16
2025-09-15T22:00:21.419795,AAPL,222.89
2025-09-15T22:00:21.431186,AAPL,222.46
2025-09-15T22:00:21.443812,AAPL,218.28
2025-09-15T22:00:21.456429,AAPL,219.55
2025-09-15T22:00:21.469061,AAPL,222.62
2025-09-15T22:00:21.479371,AAPL,220.01
2025-09-15T22:00:21.490996,AAPL,215.57
2025-09-15T22:00:21.503578,AAPL,210.95
2025-09-15T22:00:21.514223,AAPL,210.72
2025-09-15T22:00:21.526853,AAPL,214.6
2025-09-15T22:00:21.538293,AAPL,221.59
2025-09-15T22:00:21.550889,AAPL,226.54
2025-09-15T22:00:21.563454,AAPL,229.22
2025-09-15T22:00:21.576038,AAPL,227.36
2025-09-15T22:00:21.588500,AAPL,229.34
2025-09-15T22:00:21.601141,AAPL,232.25
2025-09-15T22:00:21.613413,AAPL,225.21
2025-09-15T22:00:21.626047,AAPL,229.23
2025-09-15T22:00:21.638719,AAPL,229.22
2025-09-15T22:00:21.650015,AAPL,232.94
2025-09-15T22:00:21.662658,AAPL,226.15
2025-09-15T22:00:21.676972,AAPL,222.65
2025-09-15T22:00:21.689348,AAPL,224.73
2025-09-15T22:00:21.701955,AAPL,222.69
2025-09-15T22:00:21.712958,AAPL,218.51
2025-09-15T22:00:21.724865,AAPL,215.39
2025-09-15T22:00:21.737085,AAPL,213.74
2025-09-15T22:00:21.747487,AAPL,215.28
2025-09-15T22:00:21.760063,AAPL,211.87
2025-09-15T22:00:21.772650,AAPL,216.14
2025-09-15T22:00:21.784707,AAPL,214.28
2025-09-15T22:00:21.797347,AAPL,216.08
2025-09-15T22:00:21.809920,AAPL,211.75
2025-09-15T22:00:21.821202,AAPL,217.31
2025-09-15T22:00:21.833877,AAPL,218.73
2025-09-15T22:00:21.844481,AAPL,213.57
2025-09-15T22:00:21.856313,AAPL,218.48
2025-09-15T22:00:21.868923,AAPL,217.73
2025-09-15T22:00:21.882659,AAPL,220.75
2025-09-15T22:00:21.895347,AAPL,219.14
2025-09-15T22:00:21.907969,AAPL,219.33
2025-09-15T22:00:21.920609,AAPL,223.66
2025-09-15T22:00:21.931207,AAPL,220.67
2025-09-15T22:00:21.943882,AAPL,221.75
2025-09-15T22:00:21.956586,AAPL,220.3
2025-09-15T22:00:21.969250,AAPL,216.28
2025-09-15T22:00:21.981206,AAPL,218.8
2025-09-15T22:00:21.993007,AAPL,228.97
2025-09-15T22:00:22.005795,AAPL,232.51
2025-09-15T22:00:22.016751,AAPL,228.11
2025-09-15T22:00:22.028640,AAPL,222.5
2025-09-15T22:00:22.039245,AAPL,222.24
2025-09-15T22:00:22.051863,AAPL,227.84
2025-09-15T22:00:22.064269,AAPL,226.9
2025-09-15T22:00:22.075608,AAPL,231.61
2025-09-15T22:00:22.088260,AAPL,236.05
2025-09-15T22:00:22.101474,AAPL,230.48
2025-09-15T22:00:22.112738,AAPL,232.74
2025-09-15T22:00:22.125345,AAPL,226.63
2025-09-15T22:00:22.137917,AAPL,222.94
2025-09-15T22:00:22.150517,AAPL,221.21
2025-09-15T22:00:22.163127,AAPL,222.27
2025-09-15T22:00:22.175490,AAPL,221.29
2025-09-15T22:00:22.187882,AAPL,224.84
2025-09-15T22:00:22.200530,AAPL,223.42
2025-09-15T22:00:22.213149,AAPL,225.61
2025-09-15T22:00:22.225733,AAPL,223.19
2025-09-15T22:00:22.238307,AAPL,228.08
2025-09-15T22:00:22.250882,AAPL,232.64
2025-09-15T22:00:22.263601,AAPL,231.96
2025-09-15T22:00:22.275843,AAPL,237.72
2025-09-15T22:00:22.288463,AAPL,239.18
2025-09-15T22:00:22.299079,AAPL,240.74
2025-09-15T22:00:22.311663,AAPL,244.2
2025-09-15T22:00:22.324239,AAPL,244.44
2025-09-15T22:00:22.335133,AAPL,251.6
2025-09-15T22:00:22.347716,AAPL,250.35
2025-09-15T22:00:22.360270,AAPL,248.52
2025-09-15T22:00:22.372816,AAPL,243.95
2025-09-15T22:00:22.385358,AAPL,243.73
2025-09-15T22:00:22.397890,AAPL,241.12
2025-09-15T22:00:22.410429,AAPL,234.47
2025-09-15T22:00:22.422970,AAPL,225.03
2025-09-15T22:00:22.435503,AAPL,225.13
2025-09-15T22:00:22.448030,AAPL,221.63
2025-09-15T22:00:22.460566,AAPL,216.34
2025-09-15T22:00:22.473130,AAPL,205.48
2025-09-15T22:00:22.485732,AAPL,206.6
2025-09-15T22:00:22.498344,AAPL,206.61
2025-09-15T22:00:22.509413,AAPL,205.39
2025-09-15T22:00:22.520250,AAPL,204.5
2025-09-15T22:00:22.531449,AAPL,203.3
2025-09-15T22:00:22.544070,AAPL,196.59
2025-09-15T22:00:22.556692,AAPL,197.32
2025-09-15T22:00:22.568174,AAPL,192.91
2025-09-15T22:00:22.579226,AAPL,200.04
2025-09-15T22:00:22.591916,AAPL,199.43
2025-09-15T22:00:22.604491,AAPL,206.96
2025-09-15T22:00:22.617140,AAPL,208.75
2025-09-15T22:00:22.627725,AAPL,210.66
2025-09-15T22:00:22.640347,AAPL,216.45
2025-09-15T22:00:22.652944,AAPL,217.65
2025-09-15T22:00:22.664520,AAPL,207.12
2025-09-15T22:00:22.677148,AAPL,206.49
2025-09-15T22:00:22.689748,AAPL,210.45
2025-09-15T22:00:22.700093,AAPL,210.06
2025-09-15T22:00:22.712680,AAPL,203.29
2025-09-15T22:00:22.725299,AAPL,204.51
2025-09-15T22:00:22.737921,AAPL,194.29
2025-09-15T22:00:22.750514,AAPL,196.09
2025-09-15T22:00:22.763144,AAPL,193.97
2025-09-15T22:00:22.775770,AAPL,185.54
2025-09-15T22:00:22.786691,AAPL,181.22
2025-09-15T22:00:22.797100,AAPL,183.94
2025-09-15T22:00:22.809703,AAPL,187.07
2025-09-15T22:00:22.822315,AAPL,184.97
2025-09-15T22:00:22.834923,AAPL,189.36
2025-09-15T22:00:22.846734,AAPL,184.59
2025-09-15T22:00:22.857586,AAPL,183.25
2025-09-15T22:00:22.868427,AAPL,178.35
2025-09-15T22:00:22.881028,AAPL,178.89
2025-09-15T22:00:22.893630,AAPL,185.36
2025-09-15T22:00:22.906271,AAPL,188.67
2025-09-15T22:00:22.917050,AAPL,189.17
2025-09-15T22:00:22.928337,AAPL,194.62
2025-09-15T22:00:22.938451,AAPL,198.0
2025-09-15T22:00:22.949250,AAPL,199.44
2025-09-15T22:00:22.961881,AAPL,201.26
2025-09-15T22:00:22.974536,AAPL,199.48
2025-09-15T22:00:22.984951,AAPL,204.43
2025-09-15T22:00:22.996888,AAPL,208.39
2025-09-15T22:00:23.009640,AAPL,202.49
2025-09-15T22:00:23.022251,AAPL,202.44
2025-09-15T22:00:23.034841,AAPL,198.89
2025-09-15T22:00:23.046779,AAPL,205.75
2025-09-15T22:00:23.059406,AAPL,204.21
2025-09-15T22:00:23.072063,AAPL,207.66
2025-09-15T22:00:23.084673,AAPL,200.03
2025-09-15T22:00:23.096763,AAPL,202.34
2025-09-15T22:00:23.108221,AAPL,202.8
2025-09-15T22:00:23.120890,AAPL,201.24
2025-09-15T22:00:23.132685,AAPL,204.17
2025-09-15T22:00:23.145347,AAPL,203.85
2025-09-15T22:00:23.157931,AAPL,195.82
2025-09-15T22:00:23.170538,AAPL,192.68
2025-09-15T22:00:23.182431,AAPL,194.85
2025-09-15T22:00:23.195045,AAPL,201.52
2025-09-15T22:00:23.206762,AAPL,200.18
2025-09-15T22:00:23.219376,AAPL,203.87
2025-09-15T22:00:23.231100,AAPL,202.0
2025-09-15T22:00:23.243748,AAPL,206.11
2025-09-15T22:00:23.254180,AAPL,202.38
2025-09-15T22:00:23.266227,AAPL,202.39
2025-09-15T22:00:23.278840,AAPL,210.99
2025-09-15T22:00:23.291469,AAPL,207.12
2025-09-15T22:00:23.304097,AAPL,202.38
2025-09-15T22:00:23.315722,AAPL,199.39
2025-09-15T22:00:23.328026,AAPL,195.27
2025-09-15T22:00:23.340680,AAPL,192.59
2025-09-15T22:00:23.351324,AAPL,191.9
2025-09-15T22:00:23.363960,AAPL,193.03
2025-09-15T22:00:23.374925,AAPL,195.93
2025-09-15T22:00:23.385162,AAPL,184.83
2025-09-15T22:00:23.397800,AAPL,182.32
2025-09-15T22:00:23.409340,AAPL,184.02
2025-09-15T22:00:23.421941,AAPL,190.41
2025-09-15T22:00:23.432243,AAPL,194.96
2025-09-15T22:00:23.444843,AAPL,197.89
2025-09-15T22:00:23.456066,AAPL,191.88
2025-09-15T22:00:23.468620,AAPL,194.87
2025-09-15T22:00:23.481262,AAPL,195.53
2025-09-15T22:00:23.491455,AAPL,196.76
2025-09-15T22:00:23.504072,AAPL,195.36
2025-09-15T22:00:23.514698,AAPL,190.05
2025-09-15T22:00:23.527905,AAPL,188.48
2025-09-15T22:00:23.540571,AAPL,186.29
2025-09-15T22:00:23.551121,AAPL,186.72
2025-09-15T22:00:23.561505,AAPL,184.91
2025-09-15T22:00:23.572432,AAPL,182.93
2025-09-15T22:00:23.585042,AAPL,176.42
2025-09-15T22:00:23.597675,AAPL,173.34
2025-09-15T22:00:23.610305,AAPL,170.22
2025-09-15T22:00:23.622952,AAPL,165.49
2025-09-15T22:00:23.634035,AAPL,171.51
2025-09-15T22:00:23.646631,AAPL,176.99
2025-09-15T22:00:23.657392,AAPL,177.42
2025-09-15T22:00:23.667542,AAPL,172.22
2025-09-15T22:00:23.680150,AAPL,168.3
2025-09-15T22:00:23.691647,AAPL,170.51
2025-09-15T22:00:23.702960,AAPL,172.1
2025-09-15T22:00:23.715581,AAPL,166.63
2025-09-15T22:00:23.727260,AAPL,167.11
2025-09-15T22:00:23.739904,AAPL,163.11
2025-09-15T22:00:23.752530,AAPL,161.98
2025-09-15T22:00:23.765686,AAPL,160.07
2025-09-15T22:00:23.777773,AAPL,161.8
2025-09-15T22:00:23.790415,AAPL,163.95
2025-09-15T22:00:23.802987,AAPL,168.15
2025-09-15T22:00:23.815357,AAPL,165.71
2025-09-15T22:00:23.826601,AAPL,163.87
2025-09-15T22:00:23.837105,AAPL,162.86
2025-09-15T22:00:23.849779,AAPL,160.43
2025-09-15T22:00:23.861238,AAPL,163.07
2025-09-15T22:00:23.871758,AAPL,163.5
2025-09-15T22:00:23.884402,AAPL,166.02
2025-09-15T22:00:23.897008,AAPL,163.13
2025-09-15T22:00:23.909638,AAPL,162.14
2025-09-15T22:00:23.920408,AAPL,167.05
2025-09-15T22:00:23.931308,AAPL,165.86
2025-09-15T22:00:23.942172,AAPL,164.88
2025-09-15T22:00:23.953226,AAPL,166.25
2025-09-15T22:00:23.965262,AAPL,162.71
2025-09-15T22:00:23.977916,AAPL,159.19
2025-09-15T22:00:23.990521,AAPL,163.47
2025-09-15T22:00:24.003106,AAPL,163.92
2025-09-15T22:00:24.014514,AAPL,163.43
2025-09-15T22:00:24.027096,AAPL,160.79
2025-09-15T22:00:24.038444,AAPL,159.57
2025-09-15T22:00:24.051072,AAPL,161.94
2025-09-15T22:00:24.063641,AAPL,160.31
2025-09-15T22:00:24.076224,AAPL,164.97
2025-09-15T22:00:24.088789,AAPL,161.6
2025-09-15T22:00:24.101378,AAPL,161.24
2025-09-15T22:00:24.113986,AAPL,157.85
2025-09-15T22:00:24.126613,AAPL,159.97
2025-09-15T22:00:24.138099,AAPL,159.86
2025-09-15T22:00:24.152268,AAPL,160.84
2025-09-15T22:00:24.163847,AAPL,163.55
2025-09-15T22:00:24.174298,AAPL,165.34
2025-09-15T22:00:24.186954,AAPL,168.04
2025-09-15T22:00:24.202535,AAPL,166.54
2025-09-15T22:00:24.213653,AAPL,167.09
2025-09-15T22:00:24.226237,AAPL,168.94
2025-09-15T22:00:24.237841,AAPL,166.82
2025-09-15T22:00:24.250443,AAPL,168.95
2025-09-15T22:00:24.262995,AAPL,169.72
2025-09-15T22:00:24.275531,AAPL,164.68
2025-09-15T22:00:24.288095,AAPL,164.67
2025-09-15T22:00:24.299398,AAPL,172.01
2025-09-15T22:00:24.311984,AAPL,169.98
2025-09-15T22:00:24.324026,AAPL,171.7
2025-09-15T22:00:24.336593,AAPL,166.94
2025-09-15T22:00:24.349147,AAPL,167.89
2025-09-15T22:00:24.361739,AAPL,169.22
2025-09-15T22:00:24.374301,AAPL,167.68
2025-09-15T22:00:24.386849,AAPL,166.78
2025-09-15T22:00:24.399385,AAPL,170.58
2025-09-15T22:00:24.410524,AAPL,168.11
2025-09-15T22:00:24.422908,AAPL,164.9
2025-09-15T22:00:24.435437,AAPL,160.47
2025-09-15T22:00:24.447956,AAPL,157.71
2025-09-15T22:00:24.460521,AAPL,157.42
2025-09-15T22:00:24.473095,AAPL,166.13
2025-09-15T22:00:24.485654,AAPL,169.8
2025-09-15T22:00:24.497892,AAPL,163.81
2025-09-15T22:00:24.510446,AAPL,158.44
2025-09-15T22:00:24.523020,AAPL,158.1
2025-09-15T22:00:24.535624,AAPL,157.58
2025-09-15T22:00:24.547949,AAPL,157.91
2025-09-15T22:00:24.560542,AAPL,151.48
2025-09-15T22:00:24.573115,AAPL,152.46
2025-09-15T22:00:24.583670,AAPL,150.06
2025-09-15T22:00:24.596228,AAPL,147.93
2025-09-15T22:00:24.608766,AAPL,147.6
2025-09-15T22:00:24.621331,AAPL,142.63
2025-09-15T22:00:24.633888,AAPL,143.87
2025-09-15T22:00:24.646638,AAPL,146.98
2025-09-15T22:00:24.658544,AAPL,146.05
2025-09-15T22:00:24.670424,AAPL,147.92
2025-09-15T22:00:24.681345,AAPL,150.8
2025-09-15T22:00:24.693978,AAPL,148.76
2025-09-15T22:00:24.706627,AAPL,151.31
2025-09-15T22:00:24.718471,AAPL,149.88
2025-09-15T22:00:24.731080,AAPL,148.83
2025-09-15T22:00:24.742697,AAPL,150.75
2025-09-15T22:00:24.755307,AAPL,150.27
2025-09-15T22:00:24.768037,AAPL,153.53
2025-09-15T22:00:24.780097,AAPL,153.86
2025-09-15T22:00:24.792690,AAPL,152.38
2025-09-15T22:00:24.805283,AAPL,154.14
2025-09-15T22:00:24.817894,AAPL,154.05
2025-09-15T22:00:24.830104,AAPL,150.57
2025-09-15T22:00:24.842736,AAPL,152.51
2025-09-15T22:00:24.854634,AAPL,151.68
2025-09-15T22:00:24.866528,AAPL,151.78
2025-09-15T22:00:24.877693,AAPL,154.55
2025-09-15T22:00:24.889045,AAPL,151.28
2025-09-15T22:00:24.901676,AAPL,152.08
2025-09-15T22:00:24.914318,AAPL,147.76
2025-09-15T22:00:24.924568,AAPL,147.36
2025-09-15T22:00:24.937186,AAPL,148.65
2025-09-15T22:00:24.947951,AAPL,148.13
